stateabbrv,statename,stfips,areaname,areatype,areatyname,area,periodyear,periodtype,pertypdesc,period,adjusted,prelim,benchmark,laborforce,emplab,unemp,unemprate
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,10,0,0,2018,2354651,2290625,64026,2.7
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,10,1,1,2018,2346824,2276027,70797,3
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,11,0,0,2018,2347306,2281116,66190,2.8
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,11,1,1,2018,2349080,2279617,69463,3
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,12,0,0,2018,2348326,2284595,63731,2.7
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,12,1,1,2018,2351915,2283883,68032,2.9
CO,Colorado,8,Colorado,1,State,0,2000,1,Annual,0,0,0,2018,2359514,2294408,65107,2.8
CO,Colorado,8,Colorado,1,State,0,2000,1,Annual,0,1,1,2018,2359501,2294268,65233,2.8
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,1,0,0,2018,2341467,2265954,75513,3.2
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,1,1,1,2018,2354671,2287986,66685,2.8
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,2,0,0,2018,2346818,2274887,71931,3.1
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,2,1,1,2018,2356780,2291250,65530,2.8
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,3,0,0,2018,2345469,2274419,71050,3
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,3,1,1,2018,2357991,2293200,64791,2.7
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,4,0,0,2018,2346499,2286739,59760,2.5
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,4,1,1,2018,2358321,2293730,64591,2.7
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,5,0,0,2018,2337241,2278169,59072,2.5
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,5,1,1,2018,2357978,2293201,64777,2.7
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,6,0,0,2018,2380402,2309304,71098,3
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,6,1,1,2018,2357302,2292153,65149,2.8
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,7,0,0,2018,2377886,2310073,67813,2.9
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,7,1,1,2018,2356861,2291396,65465,2.8
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,8,0,0,2018,2371561,2306307,65254,2.8
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,8,1,1,2018,2357452,2291922,65530,2.8
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,9,0,0,2018,2364744,2304338,60406,2.6
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,9,1,1,2018,2359410,2294060,65350,2.8
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,10,0,0,2018,2370436,2313383,57053,2.4
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,10,1,1,2018,2362477,2297454,65023,2.8
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,11,0,0,2018,2363957,2301554,62403,2.6
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,11,1,1,2018,2365870,2301056,64814,2.7
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,12,0,0,2018,2367690,2307764,59926,2.5
CO,Colorado,8,Colorado,1,State,0,2000,3,Monthly,12,1,1,2018,2368896,2303807,65089,2.7
CO,Colorado,8,Colorado,1,State,0,2001,1,Annual,0,0,0,2018,2391048,2300113,90935,3.8
CO,Colorado,8,Colorado,1,State,0,2001,1,Annual,0,1,1,2018,2390588,2299586,91002,3.8
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,1,0,0,2018,2362724,2286063,76661,3.2
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,1,1,1,2018,2371069,2304962,66107,2.8
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,2,0,0,2018,2361740,2286450,75290,3.2
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,2,1,1,2018,2372464,2304480,67984,2.9
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,3,0,0,2018,2360223,2283273,76950,3.3
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,3,1,1,2018,2373609,2302879,70730,3
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,4,0,0,2018,2356208,2285809,70399,3
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,4,1,1,2018,2375054,2300762,74292,3.1
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,5,0,0,2018,2359945,2287544,72401,3.1
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,5,1,1,2018,2377689,2299027,78662,3.3
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,6,0,0,2018,2399880,2310432,89448,3.7
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,6,1,1,2018,2382031,2298113,83918,3.5
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,7,0,0,2018,2415401,2324231,91170,3.8
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,7,1,1,2018,2388265,2298151,90114,3.8
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,8,0,0,2018,2402546,2307085,95461,4
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,8,1,1,2018,2395575,2298315,97260,4.1
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,9,0,0,2018,2412571,2315858,96713,4
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,9,1,1,2018,2403007,2298010,104997,4.4
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,10,0,0,2018,2423499,2318290,105209,4.3
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,10,1,1,2018,2410087,2297403,112684,4.7
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,11,0,0,2018,2417407,2298628,118779,4.9
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,11,1,1,2018,2416394,2296659,119735,5
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,12,0,0,2018,2420434,2297695,122739,5.1
CO,Colorado,8,Colorado,1,State,0,2001,3,Monthly,12,1,1,2018,2421809,2296270,125539,5.2
CO,Colorado,8,Colorado,1,State,0,2002,1,Annual,0,0,0,2018,2442991,2307685,135307,5.5
CO,Colorado,8,Colorado,1,State,0,2002,1,Annual,0,1,1,2018,2443591,2308117,135474,5.5
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,1,0,0,2018,2406074,2262965,143109,5.9
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,1,1,1,2018,2426393,2296628,129765,5.3
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,2,0,0,2018,2423111,2284322,138789,5.7
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,2,1,1,2018,2430101,2297663,132438,5.4
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,3,0,0,2018,2421170,2280287,140883,5.8
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,3,1,1,2018,2433076,2299278,133798,5.5
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,4,0,0,2018,2418823,2287162,131661,5.4
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,4,1,1,2018,2436172,2301814,134358,5.5
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,5,0,0,2018,2422388,2296716,125672,5.2
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,5,1,1,2018,2439827,2305162,134665,5.5
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,6,0,0,2018,2461103,2319062,142041,5.8
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,6,1,1,2018,2443731,2308771,134960,5.5
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,7,0,0,2018,2465209,2329382,135827,5.5
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,7,1,1,2018,2447093,2311774,135319,5.5
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,8,0,0,2018,2466027,2332835,133192,5.4
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,8,1,1,2018,2449681,2313877,135804,5.5
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,9,0,0,2018,2469958,2340207,129751,5.3
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,9,1,1,2018,2451709,2315156,136553,5.6
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,10,0,0,2018,2466976,2337517,129459,5.2
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,10,1,1,2018,2453200,2315498,137702,5.6
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,11,0,0,2018,2446469,2310368,136101,5.6
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,11,1,1,2018,2454837,2315602,139235,5.7
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,12,0,0,2018,2448586,2311391,137195,5.6
CO,Colorado,8,Colorado,1,State,0,2002,3,Monthly,12,1,1,2018,2457271,2316185,141086,5.7
CO,Colorado,8,Colorado,1,State,0,2003,1,Annual,0,0,0,2018,2486230,2338207,148022,6
CO,Colorado,8,Colorado,1,State,0,2003,1,Annual,0,1,1,2018,2485997,2337935,148062,6
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,1,0,0,2018,2449068,2293365,155703,6.4
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,1,1,1,2018,2461045,2317839,143206,5.8
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,2,0,0,2018,2457498,2303381,154117,6.3
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,2,1,1,2018,2466367,2320944,145423,5.9
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,3,0,0,2018,2457084,2302151,154933,6.3
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,3,1,1,2018,2472593,2325090,147503,6
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,4,0,0,2018,2463224,2317695,145529,5.9
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,4,1,1,2018,2478382,2329254,149128,6
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,5,0,0,2018,2463284,2321070,142214,5.8
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,5,1,1,2018,2482778,2332650,150128,6
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,6,0,0,2018,2508813,2350159,158654,6.3
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,6,1,1,2018,2486126,2335569,150557,6.1
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,7,0,0,2018,2510876,2359246,151630,6
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,7,1,1,2018,2488974,2338527,150447,6
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,8,0,0,2018,2506689,2360821,145868,5.8
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,8,1,1,2018,2491681,2341808,149873,6
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,9,0,0,2018,2503681,2362794,140887,5.6
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,9,1,1,2018,2494740,2345751,148989,6
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,10,0,0,2018,2510642,2370733,139909,5.6
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,10,1,1,2018,2498563,2350510,148053,5.9
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,11,0,0,2018,2504868,2359566,145302,5.8
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,11,1,1,2018,2503021,2355855,147166,5.9
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,12,0,0,2018,2499028,2357507,141521,5.7
CO,Colorado,8,Colorado,1,State,0,2003,3,Monthly,12,1,1,2018,2507691,2361417,146274,5.8
CO,Colorado,8,Colorado,1,State,0,2004,1,Annual,0,0,0,2018,2532362,2393559,138802,5.5
CO,Colorado,8,Colorado,1,State,0,2004,1,Annual,0,1,1,2018,2531846,2393244,138602,5.5
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,1,0,0,2018,2500641,2342399,158242,6.3
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,1,1,1,2018,2512112,2366858,145254,5.8
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,2,0,0,2018,2506329,2353244,153085,6.1
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,2,1,1,2018,2516021,2372053,143968,5.7
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,3,0,0,2018,2503322,2352040,151282,6
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,3,1,1,2018,2519769,2377329,142440,5.7
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,4,0,0,2018,2503535,2368096,135439,5.4
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,4,1,1,2018,2523730,2382989,140741,5.6
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,5,0,0,2018,2509084,2376972,132112,5.3
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,5,1,1,2018,2527941,2388897,139044,5.5
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,6,0,0,2018,2550473,2406275,144198,5.7
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,6,1,1,2018,2532150,2394597,137553,5.4
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,7,0,0,2018,2562431,2424658,137773,5.4
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,7,1,1,2018,2536181,2399614,136567,5.4
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,8,0,0,2018,2558993,2427138,131855,5.2
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,8,1,1,2018,2539637,2403594,136043,5.4
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,9,0,0,2018,2552550,2424954,127596,5
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,9,1,1,2018,2542010,2406277,135733,5.3
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,10,0,0,2018,2554011,2426518,127493,5
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,10,1,1,2018,2543364,2407869,135495,5.3
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,11,0,0,2018,2546063,2412816,133247,5.2
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,11,1,1,2018,2544144,2408870,135274,5.3
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,12,0,0,2018,2540909,2407603,133306,5.2
CO,Colorado,8,Colorado,1,State,0,2004,3,Monthly,12,1,1,2018,2545095,2409978,135117,5.3
CO,Colorado,8,Colorado,1,State,0,2005,1,Annual,0,0,0,2018,2563900,2435082,128818,5
CO,Colorado,8,Colorado,1,State,0,2005,1,Annual,0,1,1,2018,2563892,2435108,128784,5
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,1,0,0,2018,2528481,2384932,143549,5.7
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,1,1,1,2018,2546701,2411798,134903,5.3
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,2,0,0,2018,2536420,2391916,144504,5.7
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,2,1,1,2018,2548979,2414478,134501,5.3
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,3,0,0,2018,2533734,2392249,141485,5.6
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,3,1,1,2018,2551744,2417976,133768,5.2
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,4,0,0,2018,2537711,2408115,129596,5.1
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,4,1,1,2018,2554710,2422041,132669,5.2
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,5,0,0,2018,2542720,2417498,125222,4.9
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,5,1,1,2018,2557733,2426554,131179,5.1
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,6,0,0,2018,2579273,2443917,135356,5.2
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,6,1,1,2018,2560668,2431252,129416,5.1
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,7,0,0,2018,2588564,2459253,129311,5
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,7,1,1,2018,2563627,2435902,127725,5
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,8,0,0,2018,2585531,2463445,122086,4.7
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,8,1,1,2018,2567051,2440650,126401,4.9
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,9,0,0,2018,2578172,2460109,118063,4.6
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,9,1,1,2018,2571162,2445724,125438,4.9
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,10,0,0,2018,2589468,2475293,114175,4.4
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,10,1,1,2018,2575937,2451484,124453,4.8
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,11,0,0,2018,2581541,2459354,122187,4.7
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,11,1,1,2018,2581320,2458096,123224,4.8
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,12,0,0,2018,2585186,2464903,120283,4.7
CO,Colorado,8,Colorado,1,State,0,2005,3,Monthly,12,1,1,2018,2587078,2465346,121732,4.7
CO,Colorado,8,Colorado,1,State,0,2006,1,Annual,0,0,0,2018,2622243,2509729,112514,4.3
CO,Colorado,8,Colorado,1,State,0,2006,1,Annual,0,1,1,2018,2622091,2509262,112829,4.3
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,1,0,0,2018,2576274,2445638,130636,5.1
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,1,1,1,2018,2593076,2472957,120119,4.6
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,2,0,0,2018,2582769,2456876,125893,4.9
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,2,1,1,2018,2599087,2480468,118619,4.6
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,3,0,0,2018,2588083,2464201,123882,4.8
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,3,1,1,2018,2604902,2487438,117464,4.5
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,4,0,0,2018,2593493,2480354,113139,4.4
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,4,1,1,2018,2610429,2493685,116744,4.5
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,5,0,0,2018,2599856,2488971,110885,4.3
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,5,1,1,2018,2615748,2499528,116220,4.4
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,6,0,0,2018,2641856,2519950,121906,4.6
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,6,1,1,2018,2620825,2505297,115528,4.4
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,7,0,0,2018,2650271,2532393,117878,4.4
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,7,1,1,2018,2625866,2511637,114229,4.4
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,8,0,0,2018,2648988,2538784,110204,4.2
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,8,1,1,2018,2630950,2518726,112224,4.3
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,9,0,0,2018,2642235,2540275,101960,3.9
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,9,1,1,2018,2635851,2526060,109791,4.2
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,10,0,0,2018,2654235,2558536,95699,3.6
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,10,1,1,2018,2640166,2533031,107135,4.1
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,11,0,0,2018,2644869,2543910,100959,3.8
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,11,1,1,2018,2643315,2538964,104351,3.9
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,12,0,0,2018,2643988,2546864,97124,3.7
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,12,1,1,2018,2644879,2543357,101522,3.8
CO,Colorado,8,Colorado,1,State,0,2007,1,Annual,0,0,0,2018,2664677,2565218,99459,3.7
CO,Colorado,8,Colorado,1,State,0,2007,1,Annual,0,1,1,2018,2665409,2565886,99523,3.7
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,1,0,0,2018,2628074,2516090,111984,4.3
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,1,1,1,2018,2645116,2546275,98841,3.7
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,2,0,0,2018,2627904,2520827,107077,4.1
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,2,1,1,2018,2645082,2548528,96554,3.7
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,3,0,0,2018,2630010,2528954,101056,3.8
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,3,1,1,2018,2645641,2550808,94833,3.6
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,4,0,0,2018,2626835,2537886,88949,3.4
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,4,1,1,2018,2647709,2553782,93927,3.5
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,5,0,0,2018,2634206,2546845,87361,3.3
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,5,1,1,2018,2651742,2557678,94064,3.5
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,6,0,0,2018,2681008,2578276,102732,3.8
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,6,1,1,2018,2657543,2562323,95220,3.6
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,7,0,0,2018,2693557,2592615,100942,3.7
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,7,1,1,2018,2664412,2567243,97169,3.6
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,8,0,0,2018,2683856,2587367,96489,3.6
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,8,1,1,2018,2671733,2572065,99668,3.7
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,9,0,0,2018,2693063,2598434,94629,3.5
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,9,1,1,2018,2679172,2576843,102329,3.8
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,10,0,0,2018,2694021,2600049,93972,3.5
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,10,1,1,2018,2686197,2581271,104926,3.9
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,11,0,0,2018,2695350,2593328,102022,3.8
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,11,1,1,2018,2692523,2585206,107317,4
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,12,0,0,2018,2688236,2581945,106291,4
CO,Colorado,8,Colorado,1,State,0,2007,3,Monthly,12,1,1,2018,2698033,2588610,109423,4.1
CO,Colorado,8,Colorado,1,State,0,2008,1,Annual,0,0,0,2018,2716625,2585243,131382,4.8
CO,Colorado,8,Colorado,1,State,0,2008,1,Annual,0,1,1,2018,2716625,2584919,131706,4.8
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,1,0,0,2018,2690625,2565998,124627,4.6
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,1,1,1,2018,2702411,2591051,111360,4.1
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,2,0,0,2018,2689551,2566514,123037,4.6
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,2,1,1,2018,2705791,2592399,113392,4.2
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,3,0,0,2018,2692404,2568025,124379,4.6
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,3,1,1,2018,2708612,2592763,115849,4.3
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,4,0,0,2018,2696159,2583265,112894,4.2
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,4,1,1,2018,2711000,2592090,118910,4.4
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,5,0,0,2018,2696784,2579494,117290,4.3
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,5,1,1,2018,2713277,2590545,122732,4.5
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,6,0,0,2018,2737640,2602788,134852,4.9
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,6,1,1,2018,2715900,2588616,127284,4.7
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,7,0,0,2018,2747469,2611184,136285,5
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,7,1,1,2018,2718730,2586542,132188,4.9
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,8,0,0,2018,2734535,2600596,133939,4.9
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,8,1,1,2018,2721408,2584334,137074,5
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,9,0,0,2018,2730903,2598101,132802,4.9
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,9,1,1,2018,2723635,2581662,141973,5.2
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,10,0,0,2018,2741759,2603537,138222,5
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,10,1,1,2018,2725327,2578144,147183,5.4
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,11,0,0,2018,2723709,2578791,144918,5.3
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,11,1,1,2018,2726382,2573392,152990,5.6
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,12,0,0,2018,2717966,2564627,153339,5.6
CO,Colorado,8,Colorado,1,State,0,2008,3,Monthly,12,1,1,2018,2727035,2567495,159540,5.9
CO,Colorado,8,Colorado,1,State,0,2009,1,Annual,0,0,0,2018,2722983,2524443,198539,7.3
CO,Colorado,8,Colorado,1,State,0,2009,1,Annual,0,1,1,2018,2723751,2525081,198670,7.3
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,1,0,0,2018,2709221,2530075,179146,6.6
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,1,1,1,2018,2727691,2560849,166842,6.1
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,2,0,0,2018,2717457,2529827,187630,6.9
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,2,1,1,2018,2728695,2553972,174723,6.4
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,3,0,0,2018,2711334,2519114,192220,7.1
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,3,1,1,2018,2730335,2547655,182680,6.7
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,4,0,0,2018,2719605,2534524,185081,6.8
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,4,1,1,2018,2732255,2542201,190054,7
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,5,0,0,2018,2720052,2528583,191469,7
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,5,1,1,2018,2733120,2536831,196289,7.2
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,6,0,0,2018,2756326,2544955,211371,7.7
CO,Colorado,8,Colorado,1,State,0,2009,3,Monthly,6,1,1,2018,2732012,2530915,201097,7.4
